reviews,ratings
"In world championship 2022 , for me it's matched up with enemies higher league then me. But my random teammates are quit the match and inactive on purpose, because of that I got only 56 points. Out of 10 matches I mostly MVP in all. But didn't qualify ,worst cod match ups ever. They match up noobs with me intensionally.",1
"I have been playing cod for 3 years never in my life I had this problem. But now after I connect my series x controller to codm I can only press the Y,X,A, and B button I can not move around or press the other buttons.",4
"Great game, incredible graphics and smooth running but extremely expensive when it comes to draws for legendary weapons be prepared to spend 100$ or more if your lucky.",4
I like the new update but since I updated my game after 2 days my when I open the game it's gives login error I try many times but still it won't let me login I uninstall and reinstall it many times but still after few days it's gives login error pls check and fix it ASAP🙏,1
It's a best game i had played ever it's graphic is as gta 5 I want to recommend you to download this game many people are playing this game their are to many modes such as team dead match and search and destroy and gun fight and many more. My favorite gun which I like is mx9 best gun you can gunsmith your gun their are many avtar in very good powers the price is very low you can buy it easy. One I tell you that cod is giving us gifts also I like this thing you can also buy a battle pass.,5
I love this game But please fix reconnecting bug It's very annoying every time it comes I have a very good internet connection.but I'm facing thus problem. This problem is faced by everyone please fix it.,2
This game is absolute trash on mobile. Not only do you have to download like a million things on it but the ping on this game is horrendous. Network speed is literally 90-100 Mbps yet I'm still stuck on 200 ping all the time. Absolutely ridiculous,1
"Used to be fun , but now each update makes the game worse . The world tournament didn't even work. Half of the people ik don't even get the special thing where you do things to gwt the little rewa rewards . Don't get it will just waist your time and if anything else doesn't all you'll have is the people who put lots of money into this game and you can barely do anything cuz you run out get shot once in the foot and melt . Any game mode you really like expect for it to only be there not even 7day",1
The game is great but there is one problem for me it keeps crashing so could you put a feature where it has less pixels so it doesn't overheating,4
Phenomenal! Amazing on the edge of your seat game play. Extremely fun to play. This game is by far one of the most stylish mobile games on the market. Such a masterpiece! Outstanding work developers...Just another day.,5
the game is good but the main thing is there are a lot of bugs and glitches everytime i start a match it says loading timeout and returns to lobby if you don't remove this bug or glitch ppl like me will give you 1 star ratings i cant even play a match,1
"My device could run at 60 fps and no overheating, now I can only get 20 fps and it overheats, please optimise the game for low end devices, you might see an increase in downloads and profit.",4
"I I like this Game. But in season 8 u guys increases the Ranking like,Grand master...why.??Its very hard.And Also Multiplayer very hard to Push the Legendary position. Why u guys doing like to us?So kindly next Season Don't increase the Ranking or Make a Good Multiplayer Experience Like Everybody can push in Legendary Rank.ln this Game and also Multiplayer make better Easier.Hope u guys will do..We are waiting for That update..",2
"Everytime i try to play i get kicked out with a ""authorisation error"" msg, i relaunched the app, cleared my cache as well as my data...and i STILL get the damn error...please sort this out.",1
"Here's the thing, stop focusing on colourful skins which doesn't even relate to COD theme just to make money. Focus on optimising your game and try to improve it. If you're taking money from players then atleast give some good experience for the gameplay. I can't even have a proper fight in BR because of your poor optimization. And if a gun can't compete with a better gun in BR then don't put it in loots. Just fill all the houses with only the top guns.Or maybe u shld jst remove d game frm store",1
I give 5 stars cause this version kills the series X version. Here I have a tip phone so I got rid of the series X and just use my elite controller to play on my mobile. Great game. And it actually works.,5
The game is becoming sweaty.Codm was better before and Ms is too high for me.Sometimes while fighting with enemies it lags and the next thing I am dead.Only those with good network and better phones have great advantage.I loved this game before.Atleast let's see some bots in mp rank matches since we are on disadvantages.I win 1 game than I lose the next 5 games.how do I play.Snipers are hard to play against since it is one shot one kill.Nerf sniper movements since it is one shot.,4
This game was so great back than this season just made it worse . Its so laggy and i can't play properly anymore. I even did that shade thing but same reasults. At least improve the lag again to better. it's just not working and its so hard to play now. I can't even play this game anymore. I hope season 11 will be better than this. i'm not happy with this game anymore..,4
Great game fun competitive. Many game modes to choose from most games you have to buy medpacks to heal or buy grenades to use them and there's a time limit? No rush great game action great sounds some maps a abit big for certain game modes overall Top marks!,5
"Every season i am fed up with same bugs(freeze/glitch). It is always happens in between playing BR Totally I fed up with this issue. All seasons I am reporting same bug. This time yet COD team can have no idea , how resolve this bug. Every time they are asking for bug details and I am always doing same thing.already I spends 20,000 Rs in this game. Actually I was really enjoyed this game. Now I am going uninstall this game, Else I needs permeant solutions for this bug. 😞",5
"One of my favourites to play with friends, strangers, or all alone. Get help, ask friends...or hit me up. One of the best communities of players, lots of action, AND highly customizable 1st or 3rd person shooter. See you in a match soon. .",5
I had fun while playing this game but now I don't know what the hell is wrong with it.. whenever there is an enemy nearby.. my ping hits 200 and I die like a bot.. I have spent a lot of money but it seems useless now.. huge updates and pathetic services,2
"Ever since the last update the game continually prevents me from logging in and displays timeout error everytime forcing me to sign in again,only to display the same error.The update really messed up the game",2
"Update March 29, 2022 Had to undownload, they destroyed the whole Entire game and movements. Added horrible cutscreen after every death, swapping weapons is awful now, character feels like a demented turtle or crab walking.. what in the world did you guys do to this game....",1
Controller isn't working with the game as of today's date. Worked yesterday and before. Not sure if the app needs a big fix or it's on my end but I've tried several times to get it to work.,3
It keeps showing an error of something like not lauched in ur area like that...m form India and I don't use any third party app. It has almost a year complaining about my issue but no action has been taken.,1
"This game is consistently taking up more and more space on my phone, like why? Honestly, this is a deal breaker cause now it takes up over 14gb of storage!! That's insane! Edit: now the new update has an error!",1
Would be better if I could just play with people who use their phone instead of PC or controller cause it's a super disadvantage but other than that game is amazing,3
"The game is great and I love it, but I can't enjoy it when I keep getting kicked out of the game after a round. If I could find a solution to solve this or it's a bug let me know something.",4
Seriously there are SOOOOO Many loading screens it's annoying I have to wait through at least 5 or more loading screens to even reach the menu. It's not a bad game but they Seriously need to do something about the loading screens,2
"Great game , i will give 5 star easy to learn and easy to control , full Action and i feel very good to play this . But some location i don't like, my favourite location is Kill House no body kill me easily. €££;:",5
It's a very good game I love it but it has problems with memory after a while it takes up a lot of space but other than that it's one of my favorite phone games all they need to do now is add a prestige mode,5
I love the game a lot it has clean graphics and all that but my only downside is that it keeps on kicking me out of battle royal for some reason and I just really hate it so if you are reading this please fix it so I can just play battle royal 🙏🙏🙏,4
In some devices cod is lagging and after 1st or 2nd game it lag too much even if you have low graphics on yet your phone support ultra high....... Some changes would be nice.,4
"I downloaded the game with my wifi. Made set up and when I open the game it says "" network error"". Why this error was not at the time of downloading the game? What on earth cause this problem?",1
"After upgrading the game...the auto logging was not working and I tried logging in with my password, but it was not working......I tried forgotten password and no email verification was not sent....this is so bad...pls try fixing this",1
"Good game good graphics...however officially using more then half my phone memory, constant updates that require lengthy downloads which use more space every few days. Im deleting the game until this changes..game shouldnt take 12+ GB not when minecraft is much bigger and only uses 4GB",1
"New guns and more achievements.... like when you throw a grenade far should be one,or if you hit anyone without looking with and tactical should be an achievement",3
"The game itself is excellent,but downloading game maps are a struggle.I can't seem to download maps without the game kicking me out.the game play is excellent.id like to enjoy the new maps if I can get them downloaded",3
Cod mobile is so bad now every game I join there's a dude or a full team of players with legendary or exotic weapons like tf bro this game has basically turned into a pay to win game and the battle pass is not even worth buying the skins you get from the battle pass are not worth it and the weapon skins you get as well. And for the love of God remove exotic weapons or at least nerf them and make them weaker because their just to OP.,1
"I used explosive rounds in Rytec and hit a guy with 4 hit markers and he shots me with arctic .50 and kills me (hacker). I had full armor with kinetic armor. This game used to be fun but nothing is being done about the bs. I know someone who plays this on his TV thru his laptop and ps4 controller, so I know its possible. There's also a glitch, when you use a katana or anything of the sort and run around, you lag across the screen. No point in having armor bc you'll die with one shot in BR match.",1
"Sounds for both the characters and Guns sound absolutely terrible. Graphics are okay, but it's by far the worst CoD games I've ever played would rather Play CoD Ghost. But it has gallons of potential.",3
Perfect in every way possible.......only 1 thing I think is a bit unfair is the fact that controller players are allowed to go up against hand held device players. But other than that. 5 🌟,5
"The guys and I would spend hours on this game we would get online and battleground and multi-player till it was already 2am. Simpler times, now we are off in our stations and being adults. Bring back good memories every moment I log in for a quick round.",4
"Glitch after every update. Ever heard "" If it ain't broke Dont F with it "" lol .So just updated and I have glitches everywhere . 1 I cant accept new friends and yes I know to delete some if I have reached my limit but still nothing . I DELETED over half and still cant get new friends .2 people die and there plus signs are still on the screen saying they need help :/ .",3
Fix the game and it's optimization it runs badly in mp now for low end phones in getting tired about constantly lagging in mp ranked it's frustrating i have no motivation to play this game because of this.even with shaders preload the game is impossible to run smoothly fix the game codm devs this is the reason why players are leaving the game and playing something else,1
"This game, in theory, is awesome. From graphics to gameplay, I love all of it. What keeps me from giving a five star review is the matter of file size and how much it lags.",3
"Since the last update, I cannot log in to my account. I signed up with my google play account and now it's declining my email address. And I've never received a password change email either.",1
Great game keeps crashing every time I get into a group it starts to crash logs me out reboots can't get back in the game have to wait or start a new game but it keeps crashing every time I start a new game or in the middle of a new game,1
This is a good game i wont lie. The only flaw is that everyday it updates itself with over 60mb even after you update to season 3 worth over 2gb. There is just so much regular update for a mobile game. It should be done just once or three times max,1
One of the worste update in cod mobile. I couldn't play your gane guys. It's reconnecting all the time but my internet is good. I don't know what's going on. Please check the problem and fix it.,1
Great game ..but it's a money scam you buy cp points but you do not get anything that is useful like descent weapons or amor .if you want a mystic weapon just will probably have over 12 chances to get it but it will probably take you over £40 to get the item you want even then it's not gaurantied .this company is really taking advantage of it's customer ..love the game hate the extortion prices ...just a rip of 👎if this company does nothing soon I'm sure it will loose loyal players 🤔,2
"I was playing this game since season 1 . I have Snapdragon 870 ,wifi 100mbps still it's taking a decade to open the game . Auto login not working , Network error 4A28 .New update is worst . Do something about it. For now I'm uninstalling this game because can't login using Facebook .",1
"After the new update everything is messed up, I am constantly getting 150 ms even though i have a really good wifi. I have tried everything but still my ping is high. Fix it Please. This game is already dead. But Dont make it unplayble atleast.",1
"Only ranking one star bc there's no 0 star. There is no customer support, and bug fixes never get addressed. Done putting time and money into this game when they won't fix anything",1
What's the problem with this game's server. The game shows configuration download error. Fix that man. Mine network is fine other social media apps are working normally. Please fix that.🙏🙏🙏🙏🙏,1
I woupd enjoy the game more if i could change my graphics settings. I have tried sooooooo many times to change the settings but the only option i am given is low. No other option. Only low,2
"You used to be to back out of the paid stuff when you enter the game by literally tapping the back button on your phone. Now I can't skip any of the paid ads because everytime I back out it asks if I wanna quit the game. It's feels very rapey as in I don't consent to it and can't get away from them no matter what I do. I'm aware the store exist and even bought some stuff. Keep it that way, not with the store's dick down your throat the second you start the game!",5
Good game good graphics good display best battle royal experience but multiple player so difficult because players do alot of toxicity and makes it not fun for us especially beginer like me please if you guys could reduce the toxicity in multiplayer it will be fun again I can imagine playing a game and am sad instead of being happy but anyway you guys got a good game,3
Score given after finishing game are very less. For Killing there is no points at all. So sad. Only money oriented game. Everything need to be payed. Else only basic stuff is available. Some are using cheatcode,1
Shame such a good game is spoilt by the incompetence of the developers smart enough develope such a good game but dumb enough to not understand what random means 5 times nuke town the crossfire then back to nuketown is not random thats forced why not just add a function when selecting random you select all the maps you would like to play in random its not rocket sience,1
It is a nice game with high quality graphics and it is my favorite game. But then also I have given the game four star because currency of call of duty is CP (Cod points) and we have to pay real money for them .Instead of paying real money if we play ranked match and our rank is legendary we should get some CP or if we sign up the game we should get 10000 CP if the CP finished we should pay real money and the game receives too much hacker some of are killing players in the cover also.,4
"The game is amazing with good graphics but I have a problem , I used to play codm and I recently tried to log in , I asked to reset the password and gave my Gmail address , I waited like 3 hours for a mail but didn't get any from codm , please fix the problem and reply as quick as possible",2
i used to love game a lot the graphics where good the game play was great. but not to long ago the game loged me out... wich is not a bad thing it happens offtin not i log in i got a CODm profile i log in and im in a conpletly new profile. ok thats fine i uninstal and re instal. i try to log in and it acts like i dont have a profile. so yeah this happend to me borther to and IDK what to do im out of ideas so F this game.,1
"All time favorite multiplayer game! And now there's tank too! Keep introducing new vehicles and guns! Also, add more levels to the player.. Kinda bored after reaching 150th level",5
I love this game this game in my opinion this is the last good cod game I love playing on my controller ranked is pretty decent so I recommend getting the game and here's a bonus there is no loot boxes! That i am aware of. Also battle royale is good i wish zombies mode was in it still but great game oh yeah my username is thegamerpro93 so if you see me well beware I'm a master rank or higher when you see this so get ur fingers ready to fight bye,5
I am playing this game all things are perfect but the (ms) level can't be stable ...if enemy are coming the ms level will be increased this is the main issue kindly set this issue .,1
"Now with the new updates, it's almost a perfect game, but a lot of people really miss the ""classic"" zombies mode. It was tons of fun, and I don't understand why it was removed in the first place.",4
One of the best battle Royale game. But now the game is getting pay to play just like free fire. It is difficult for us non purchaser to win without any gun skins. If this continues then I guess soon the game will be boycotted.,2
"The ps4 controller's right stick and bottons wont work at all, im pretty bad with the phone controls as my phones screens is messed. Loved it but now i cant even play",3
Awesome it is great for call of duty fans I love it I also Wish you guys can add more maps for the practice AI but there is a problem because the game lags when I play my enemies are frozen but I can still move please fix this,4
My game has not been logging in for days .it doesn't auto login in and it has been showing loading timeout wen i try logging in with Facebook or codm account . Have the game up to 3 tikes previously because if this situation pls help resolve this issue,2
"No bugs are removed from the app, but only update is given everytime with poor quality gaming. I had to uninstall other apps in my mobile every time to update it but all the efforts in vain due to glitches in the game.",1
"In the last 2 months over 60 thousand gamers have abandoned CODM because, other than graphics, CODM SUKS. It STILL lags, crashes kicks and has hundreds of hackers. Most gamers are playing, or waiting for, the global version of APEX LEGENDS & RAINBOW 6 (R6) to be released in late May 2022. For now download Modern Combat.",1
"Constantly throwing in little 75mb updates twice a day, the process takes sooo long I'm beginning to remember why we deleted this game. BR matchmaking always pairs me up with ghosts for teammates so I end up getting wrecked 2 minutes in. Only good thing is the MP gamemode",2
"Bruh I can't even install this game reason I don't know,I have plenty of storage empty still can't install it just cancel the whole dame thing.Else I tried to get this game from friend it simpley denies to install and says app doesn't install. One time it installed but suddenly after I give permission to access storage it just says playstore support what to do please help me ASAP!!!!!!",1
"As I said earlier it is a good game, but I asked not to make someone join or oneself to join another game (that has already been started) when playing a fresh multiplayer mode where you're already on a losing side.",4
Complaining on any of the platforms you give is just an insult to us playing the game. You just do not respond. The lag in South Africa is so bad the game is not enjoyable anymore. It works fine until you get someone in front of you. The one moment you are shooting the next the other player is running 10m away already this is not any fun any more. People spent money on the game but they do not even want to spent money to get better ping for other part of the world.,1
"Great game my dudes absolutely love it. This one is for activision. Change the lame a** song for snoops emote, it is totally dumb and out of place. Whoever picked it is evil 🤣 like come on dude you know it does not fit the character.",4
"Every 10min or so it lags. The game is filled with people playing on their computers. This is not fun anymore, just frustrating! What a disappointed.",1
"Do the developers are ruining the game and experience. Everyday you go on the game you have to wait atleast 5mins or more for downloads. I have been playing this from the start and this is the worst graphics I have seen and the lag, oh the lag. Oh wait sorry im dead now.",3
I Completely love the game everything is just perfect. But I installed it on a new device yesterday and have been playing it. But now everytime I try to launch it it just assumes that command and returns to home screen what could be the issue?,4
I expected better from activision. The last classic update is buggy and clearly untested. doors turn into walls. server rarely connects. Test your updates before releasing them to production. Its shameful. to create something good and break it . do not download this game. not this season,1
Controller support out of the box. I'm able to team with my friend at any level. The graphics are amazing. If you like fps this is the one,5
The game is the best out there . No problems with ads every second. If there is a issue its fixed before you even have time to report it,5
This is by far the best mobile game out love it I play way more then I should but can't help it the only things I could say might need changed is lower the price of the legendary and mythical for people who have bought a certain amount of guns I by have five and am at almost 600$ spent and maybe open up the mythic guns to be sold more regularly thanks and epic game,5
Love it love it just the best game ever can not stop playing it aiii straight up it's very challenging at most times but will get the hang of it straight up get beaten alot of times but who cares just keep on grinding lol 6stars,5
One of the best mobile game... i realy love this game...but i have 1 request.possible you can make a full game replay where we can watch and review the last game we've played..for a newbie like me..its hustle to make screen record while you are playing . Thank you,5
Loved it better than pubg Activision did it as always And I think instead of Hard point they should add a Hostage situation in game If possible it would be great And Also after Every season update we have to download every map and every thing to download again which kind of hurts Activion needs to fix this problem And From a few weeks i am facing another problem which furing Br match my game lags alot which is just during br match In lobby or Multiplayer matches games works just fine,5
First you put me into the match where all the players are bots (and please don't deny it !!!) and then when I want to get out of the match you penalise me coz it's a ranked match. WOW !!! Bravo,1
App always downloads stuff over wifi even when auto-download is unticked. Ask for download is ticked but the app ignores and downloads anyways. Which is bad for people who are connected via an access point.,4
i like it but every time it updates it kicks me off every time i try to reload the game it still does ill uninstall and download again and still kicks me off even on wifi it gets more occurent when im on wifi fix this please,4
Log in problem.always show time out whereas internet connection is good. It was good upto season 2 but now it's worst. I suggest not to download the season 3 it has lot of log in problem even in 4G+ network.,3
"It's honestly one of my favorite versions of COD it has all the maps, all the guns and it looks and runs great on my phone. I recommend to anyone who likes fps or cod in general.",5
The problems are I get shot once and die. It takes me 5 or 6 bullets to kill someone. Also if you lose you get points taken away. It's a huge problem when you can't kill people cuz they kill you with one shot,2
Every time game open login problem and my progress levels is gone return 4 level 5 level every time i reach level 7 ... but not stay my game progress.. Very disappointed,3
"I take my 4 stars back, my CODM has been on TIME OUT since I updated it, even when I uninstalled and installed the second Time. This app is expensive in my country, better do something quick. PNG 🇵🇬",1
"Optimize the game more please, since the latest update for new season I have been getting more stutters as of late. The new changes visually are making it a bit slow, do better optimizing before releasing an update to the public",4
Call of duty used to be one of my best games like everyday I would wake up and play it but the only reason I gave it a one is because I can't retrieve my account like I can't login to it like since the new season started (somewhere in January)I've been trying to login I don't wanna create a new account cause the one I had has everything my skins guns level and I was a legendary player but please cod can u bring back the guest log in and warn us that u are taking it out please may u see this text,1
I can't play it anymore because of this one connection problem* whenever i try to play the game of just tells me to check connection and try again. I tried many ways to fix it but none of them worked even after resetting the game files please fox it cause it's my fav game,2
"One waste ah time for people who live in Trinidad and Tobago after spending money an time playing this game an seeing the lag an nonessential things we spending our credit card on an to what we have gotten in the pass or an let's not talk about the lag,clearly France not sure what there doing,but to be quite honest I will not even rate this game half a star",1
"I request all the team please optimized the game so that we can play smoothly. Too much frame drop, rendering, lag even network and device is good enough.",2
I am not able to see my kills after the match overs it only shows our points. Id like to know how to set default to see my kills rather than my score in deathmatches. This changed after the latest update,1
As of right now I'm redownloading the game because I encountered an weird bug that makes my game have a half second delay on my aim and buttons also my game just wouldn't register some of my presses on the jump button and crouch button.,2
I am having a wonderful time I'm in the rank of top 10 I'm doing good I just don't understand why is it that my screen and the game goes black and takes me all the way out and it counts for a quit game and it makes my record look bad so can you tell me what I need to do anybody,5
So I recently got nerve damage in my fingers so it's hard to play just on this phone screen is it against the rules to use a controller adapter please contact me I would like to know it doesn't say anything in the guidelines that it's against the rules I just wanted to make sure,3
The game is amazing but don't waste your money on buying crates with soldiers. They're always last In the draw resulting in more money being spent. Cheap shot,3
Really great game some of the best graphics and audio I have heard in a while..very realistic if I could I would give it 10stars no doubt..,5
"Since past week, game is lagging a lot. I reduced graphics quality to medium, even then, the game lags. It's irritating to play.",3
WORST GAME EVER. It was my first time of playing COD. Then it finally came to the login screen then I signed in using my account and it played the tutorial then I went into the first match. My team had won and i got the MVP. Then after the match was over it took me to the login screen and said i was banned. i have no idea why I got banned. Then i logged in using another account and it immediatly said i got banned without even playing the tutorial. I saved money for wifi 5gb data all gone wasted,1
Worst gaming app ever. The amount of downloads this app makes is second to nothing!! Everyday when I'm logging in there is more than 100 mb download that take forever!! And after logging into the game there is another extra 300 mb to download!,1
"The game lags an awful lot,especially when there's enemies nearby. Average ping in SA is 90-130ms,no matter how fast my reflexes are I'll always get knocked like I was standing still. We desperately need a SA server or at least an African Server for CoDM.",2
The game is great i enjoy playing it but i need resolution changing option under graphics settings coz my phone's default resolution setting is very high and it lags i hope we get it on next update,4
"Amazing, probably the best first person shooter on the mobile. Brilliant graphics and amazing seasons to keep you going.",5
After the new season update anytime I wanna play it always shows me time out which didn't happen before now it shows sometimes when I want to play and I have to wait for like hours before it starts working...... Now I can't even play any more,1
"Need to reduced the game size for me it is 10 GB right now and remove the old maps and unwanted things, we don't want new maps every season and for low end devices please optimize the game",2
"Fantastic Gaming so far, I connected my Facebook and I'm hoping I'll be able to login again if I change Device. Thanks. The Best Mobile Game. Tho I don't like the fact that I have to download Camo and weapons.",4
"I had lots of issues playing this game previously, but they have optimized a lot and gameplay really improved. The only this now is they are increasing the game size everyday. So you need a good device to play.",4
A great game i played for a few years i think but the zombies mode please just bring back the old zombies mode it was so much more fun than this one the map and everything else was so much better,5
"Recently I've been experiencing wifi connection problems. Game doesn't open with working wifi connection but it works with mobile data(Sim)..i have checked it many times,even reinstalled it few times,still not working..Please verify and solve it.",2
"After the last game udate(season 4) the game is a big pile of trash, the game doesnt show my skins anymore, the audio cuts out of nowhere, the new tournament icon doesnt show on my main screen, my ping spikes to 200ms even my internet connection being flawless... dude seriously...",1
The update came a long time ago. The pin case has not been made yet. This is the weakest game full of bugs. Time was running out. Spent money on the game. Please fix the bugs ....,1
"I have full network bar , played a game well and when I closed it to restart 10mins after it's showing ""time out"" consecutively....it's frustrating because I dnt even know what is wrong",3
"It was a great game so many updates when I first played it it was only characters,guns,matches and skins for guns but the game got harder the longer I played so I stopped playing for 2 months now its easy",5
"Thanks for separating HD Resources. But frequent updates are irritating. I play only battle Royale, don't force me to download contents for multiplayer in the game startup. Please consider this feedback.",3
I've played this game for over a year and it was great. Then all of a sudden yesterday it quit working and kicked me out of my profile and all my saved game stuff. Kept asking me to make a new profile and start over. I think I'll just be done with it.,1
"The game is good... Okay let me stop lying to myself, codm is only hyped around being a mobile first person shooter from a good franchise, activision only makes the game worse by adding in cosmetics that take up over 70% of the game, this makes the game laggy and unplayable just as alot of people have been saying but noone at activision has a big enough brain to actually optimize anything so every device is now almost unplayable except for an ipad that costs over $1200 just listen",1
"In the game, you have to pay money to win. A large number of hackers. The server is unknown and the ping is high. Throughout the game, you must play with iPhones and iPads with high fps. I am not satisfied with this game at all.",1
"The tank battle royale Is probably my favorite game mode, well done. What about a mod to the battle royale centered around ancient combat? A whole game could be constructed on a similar engine which incorporates siege battle and warfare with ancient weapons.",5
Best battle royal game i ever played. graphics are amazing . Only problem is game is too much bigger in size.. and updates are bigger in size too . Take too much space in my phone.,3
"COD used to fun to play. Now with all the updates, people camping and hacking, not sure if I wanna continue playing. Regular MP matches are harder to win vs ranked MP. Such a shame. Gone are the good days of COD... :(",2
After an update CoD had stopped recognizing any of avaliable controllers. Last tested is razer product. No controllers are working and no troubleshooting methods that developers suggest are working.,1
I enjoy playing it becoz simply put it is a real entertaining game that satisfies a persons mood I literally have a earge to play this game it really has me deep into the combat levels of the game an the graphic I must say is so realistic which makes this game in particularly a great game to play!!! So enjoy it,5
Hi really cool the game is very competitive and the new Mac 10 but there's something there's happening a bug in br flying textures and all kind off stuff Activision if you read this fix the bugs pls,5
"It is reality that the gameplay and graphics of game is too good & activision introduces the new chracters and maps regularly with time so that the players cannot bored with game.But the serious problem that need attention is the game size,lagging and ping issues which increases day by day.Due to which low or normal device players face thses problems and they delete the game against their will.So please focused on these issues please.Thanks!",1
"Is there no way of combining ADS with hip fire? I want my assault rifles to be full ADS meaning aim to fire, but the snipers should be fully hip fire, meaning I can fully control the aim and shot. That's it. Please",3
This Game is not good every time i log in is alwalys updating all the maps and resources and also guns its a wasted of time... I already Update before and now if i am going to play it will update and even if i finish to update all... So now i stop playing this game... I will not recommed to my friend and friends and to my onthers friends and to my neighbor my relatives and to all my friend in basketbal and to my work mate.... Kalas,1
because of the new update codm started glitching the server are always late audio problems and the textures are not loading its unplayable. I DON'T RECOMMEND THIS GAME DON'T DOWNLOAD IT.,1
Awsome game. An offline mode would be nice and the graphic setting must plz be able to be put lower lots of people want to play this amazing game but with lag they cant.,5
I did give this game five stars at first and it is very fun indeed graphics are great and game play is Smooth to me but since the new update the games crashes and shutdown and sends you to your home scream I tried everything ik to try and same thing please fix this bug and also I play on a Moto G stylus 5g 2021 -2022,3
I can't even sign into my account everytime I try to sign in it just tells me it's invalid and when I click forgot password it doesn't even send me a email telling me and so now I can't even enjoy the game. Someone pls fix this.,1
I love the game but it takes long time to level up but there is a big with the game ever time I use a controller i can't move aim or look around I don't know what's wrong but please help me if this is not the game itself,4
Beautiful peice of art keep it up needs some tweaking here and there specially the size of the game gets crazy for old players but other than that it's simply fabulous,4
"Why does it say 2gb, then have you download files that is up to 5 or more gb's, other wise its a good game, easy to level up, and have og maps and guns. Please fix the heavy file.",4
Great game but the lucky draws are too expensive. The crates you get duplicates and bundles is the same thing. When you spend real cash we should at least get all prizes. May you be unfair forever.,4
Ever since I did the new update it just like literally kicks me out of the whole app in the middle of a game and then I have to reopen it and redownload and join it again I don't do that several times and now since the update it's not letting me download anything what's the point anymore,1
"Every time I download the game on my pc with an emulator I get banned after the first match. Its so stupid, and I know its not the emulator because the youtuber Dysmo uses an emulator to play sometimes. I created 3 different accounts and the same thing happens.",1
"This game is absolutely amazing! Played it since 2020 but my first account is deleted accidentally but its not a problem overall,by the way the game has reduced the lags.Ill give this game a 10/10.Keep up on the good work devs👍",5
Unable to register for week 2 of the championship thing. It opens then says error to open in the app. Which I did then let's me click everything except register,1
Was a good game. But now there is only lag lag and lag. Glitches. This game is dying slowly. No matter what u do there is always lag. There are always giltches. Game play stops and when it resumes u are already dead. This new update is just lagging.. Deleting it,1
Great game best FPS ive played on mobile. When you play multiplayer you get alot of bots though you really notice the difference when you play ranked where there is no bots lol. Battle royale mode is fun to but i dont play it much.,5
The game has been lagging like crazy and not just every so often every game I play it lags and glitchs so bad that I'm dead before I even knew what happened. Game isn't enjoyable anymore.,2
"Great, great game. I'd just like to get at least one or two good teammates half the time... I keep getting bots on my team when we're playing against an army of try hards",5
I love this game but I'm extremely disappointed I paid money for CP points and didn't get them then I waited for two hours nothing so I tried to buy again finally got them but money from the first one was taken out still yet no points I'm extremely angry.,3
"I love this game, but I don't understand why they have to make the zombies so bad.. only 5 rounds? A static play area? No wall guns? No fun. Multi-player and BR are badass though",5
For some reason for the past few weeks I haven't been able to log in. Keeps saying timeout I thought it was my wifi and had the company upgrade it to the maximum strength and still no,3
"Spent hundreds only to not get a single legendary or mythic weapon from any drop. This game is just a money dump so Activision can make thousands off of players since they apparently don't already make enough from their console and PC games. Only reason I still play is because my friends do, and my computer broke so I can't play their ""AAA"" titles.",1
Absolutely best game i have ever played 💙 However the developers should turn back on captcha to get rid of bots. Then turn up security on misuse of code like using trickster in multi-player or infinite operator skill. Also clan war should have 30 nodes a week 5 every twenty-four hours it would increase participation in clan war and therefore make it more fun to play. DID LOVE THE GAME NOW THERES NOTHING BUT BOTS SPENT HUNDREDS ON THE GAME AND THIS IS THE THANKS I GET NOT WORTH DOWNLOADING!!!!,1
"So it's been 2 years since my first review lol love the game. I just wish we could use all the maps in practice mode, to learn the map before jumping in a live match",4
Getting version info shows only. I have 4G mobile internet service also WiFi is very fast but I couldn't open it. Getting version info again and again but didn't started the game... What should I do....,4
"My favourite game. But bots in multiplayer, seriously! ln battleroyal its ok. But not in multiplayer. Next thing I want to say is if u make a career mode (offline) then it will become more popular",5
"The latest update is worst..Always being reconnected even after good internet speed, this issue has emerged with latest version , I have experinced this in search and destroy with my redmi note 4 mobile, please take immediate action, otherwise I will be looking for other alternatives.",1
so addicting! I just don't get why you went for a different route for zombies when back in 2009 there was a perfect version of what we get in console,4
Tired of getting network error and also time out. I have the fastest internet connection and still getting this error. Trash totally trash.,1
I have played since season 1 its a great game I created my own clan and take part in clan wars I play it with my siblings and cousins as well as a few friends there is always something new and it really combines all of the games together very well overall awesome game,4
"Worked fine first day, but next day it becomes unstable with connection problems. I hardly play anymore since for some reason i lost connection frequently. That's was fun but time to say good bye.",3
There is new problem with the new update..!! I have full network.. Still showing network problem... The game gets stucked in b/w the match.. Always network issue showing.... Though I have full network with full Internet speed,3
I keep trying to download maps to play but soon as I do it crashes and force closes the app. Tried on 2 separate devices..... Anyone else have this issue?,2
Okay so every time the maker of this game updates it he adds more graphics to where you cannot play the mother f***** because there's so much traffic it takes up all the room on your phone and it won't allow you to download it and it's really slow and it glitches out whoever the maker of this is you're b*******,1
It's been 2 years I've been playing codm. Gameplay is always getting better. Bt in recent I'm facing a problem with bag pack skin. Please fix that bug,5
The game whole time freezes and reverses everytime me and my team play a game it freezes or reverses the whole time I gave it great review and this is how it turned out I hope in the next update it will work better next time thank u,1
